Status,Title,Genre
Want To,Ep-1 A mágica do Transition,"Technology & Science (https://www.notion.so/Technology-Science-27dc9c9fc30581dfa725ea81dc433c54?pvs=21), Front-end (https://www.notion.so/Front-end-27dc9c9fc305814b825dd48a79e6cf0b?pvs=21)"
